"","gamma","child_weight","depth","subsample","col_subsample","eta","n_iterations","cv_rmse","std_deviation"
"1",0,5,11,0.9,0.9,0.08,717,5.2720692,0.0556040794921196
"1",0,5,11,1,0.9,0.01,4470,5.5027928,0.0517785575171807
"1",0,5,11,1,0.9,0.05,1578,5.3195748,0.0452918892403584
"1",0,5,11,1,0.9,0.08,777,5.3565746,0.0507044218292833
"1",0,5,9,0.8,1,0.01,4897,5.5223438,0.0667863350376509
"1",0,5,9,0.8,1,0.05,1540,5.394876,0.0622729138967981
"1",0,5,9,0.8,1,0.08,905,5.4214638,0.0596830804279231
"1",0,5,9,0.9,1,0.01,7534,5.3919634,0.0655346127191027
"1",0,5,9,0.9,1,0.05,1627,5.3856618,0.0600460737047454
"1",0,5,9,0.9,1,0.08,786,5.4767802,0.0685079139410617
"1",0,5,9,1,1,0.01,7156,5.6668214,0.0742284741230577
"1",0,5,9,1,1,0.05,1531,5.605547,0.0702671298061879
"1",0,5,9,1,1,0.08,1416,5.4584678,0.0696028622670085
"1",0,5,10,0.8,1,0.01,5140,5.3386182,0.065911072855452
"1",0,5,10,0.8,1,0.05,1150,5.3335686,0.0633117995403392
"1",0,5,10,0.8,1,0.08,797,5.3301536,0.0572800093247035
"1",0,5,10,0.9,1,0.01,4618,5.3890694,0.0643130431020214
"1",0,5,10,0.9,1,0.05,1392,5.2974666,0.0591020069019751
"1",0,5,10,0.9,1,0.08,857,5.3177866,0.0646063989326198
"1",0,5,10,1,1,0.01,6166,5.5433358,0.0777596899721325
"1",0,5,10,1,1,0.05,1693,5.4136748,0.0588301399297754
"1",0,5,10,1,1,0.08,1121,5.3906248,0.0627246170411135
"1",0,5,11,0.8,1,0.01,4376,5.2683788,0.0643728850880748
"1",0,5,11,0.8,1,0.05,927,5.2852148,0.0526745858698874
"1",0,5,11,0.8,1,0.08,510,5.3251602,0.0516784615459951
"1",0,5,11,0.9,1,0.01,4256,5.2829808,0.0597435283571747
"1",0,5,11,0.9,1,0.05,939,5.2817642,0.0564527827388182
"1",0,5,11,0.9,1,0.08,717,5.2720694,0.055604088398617
"1",0,5,11,1,1,0.01,4470,5.5027926,0.0517787466576576
"1",0,5,11,1,1,0.05,1578,5.3195748,0.0452915813210708
"1",0,5,11,1,1,0.08,777,5.3565746,0.0507049441123939
"1",0,6,9,0.8,0.8,0.01,4897,5.5223438,0.0667862365234117
"1",0,6,9,0.8,0.8,0.05,1540,5.394876,0.0622723219672983
"1",0,6,9,0.8,0.8,0.08,905,5.4214636,0.0596828673191781
"1",0,6,9,0.9,0.8,0.01,7534,5.3919632,0.0655342809356983
"1",0,6,9,0.9,0.8,0.05,1627,5.385662,0.0600463919748803
"1",0,6,9,0.9,0.8,0.08,786,5.4767806,0.0685077137747546
"1",0,6,9,1,0.8,0.01,6116,5.7262348,0.0750921902021706
"1",0,6,9,1,0.8,0.05,1531,5.6055472,0.0702669550795907
"1",0,6,9,1,0.8,0.08,1416,5.4584676,0.0696025329958908
"1",0,6,10,0.8,0.8,0.01,5140,5.3386182,0.0659113635950346
"1",0,6,10,0.8,0.8,0.05,1150,5.3335688,0.0633116256098276
"1",0,6,10,0.8,0.8,0.08,797,5.330154,0.0572800906179225
"1",0,6,10,0.9,0.8,0.01,4618,5.3890692,0.0643130848596096
"1",0,6,10,0.9,0.8,0.05,1392,5.2974668,0.0591017459450761
"1",0,6,10,0.9,0.8,0.08,857,5.3177864,0.0646061222225919
"1",0,6,10,1,0.8,0.01,6166,5.5433364,0.0777594263831519
"1",0,6,10,1,0.8,0.05,1693,5.4136748,0.0588301399297754
"1",0,6,10,1,0.8,0.08,1121,5.3906248,0.0627244692584476
"1",0,6,11,0.8,0.8,0.01,4376,5.2683788,0.0643728850880748
"1",0,6,11,0.8,0.8,0.05,927,5.2852148,0.0526745858698874
"1",0,6,11,0.8,0.8,0.08,510,5.32516,0.0516786057977565
"1",0,6,11,0.9,0.8,0.01,4256,5.2829806,0.0597436744186325
"1",0,6,11,0.9,0.8,0.05,939,5.2817642,0.0564527827388182
"1",0,6,11,0.9,0.8,0.08,717,5.2720696,0.0556042565730594
"1",0,6,11,1,0.8,0.01,4470,5.5027928,0.0517785796460254
"1",0,6,11,1,0.8,0.05,1578,5.3195746,0.0452917637792441
"1",0,6,11,1,0.8,0.08,777,5.3565744,0.0507045821385057
"1",0,6,9,0.8,0.9,0.01,4897,5.522344,0.0667860779654117
"1",0,6,9,0.8,0.9,0.05,1540,5.394876,0.0622723219672983
"1",0,6,9,0.8,0.9,0.08,905,5.4214638,0.059682883098616
"1",0,6,9,0.9,0.9,0.01,7534,5.391963,0.065534536995421
"1",0,6,9,0.9,0.9,0.05,1627,5.3856618,0.0600460737047454
"1",0,6,9,0.9,0.9,0.08,786,5.4767802,0.0685074132437968
"1",0,6,9,1,0.9,0.01,7156,5.6668212,0.074228530370499
"1",0,6,9,1,0.9,0.05,1531,5.605547,0.0702671298061879
"1",0,6,9,1,0.9,0.08,1416,5.458468,0.0696023579227297
"1",0,6,10,0.8,0.9,0.01,5140,5.338618,0.0659110576732232
"1",0,6,10,0.8,0.9,0.05,1150,5.3335688,0.0633115626166263
"1",0,6,10,0.8,0.9,0.08,797,5.3301538,0.0572800372011519
"1",0,6,10,0.9,0.9,0.01,4618,5.3890692,0.0643130848596096
"1",0,6,10,0.9,0.9,0.05,1392,5.297467,0.0591018426616137
"1",0,6,10,0.9,0.9,0.08,857,5.3177864,0.0646061222225919
"1",0,6,10,1,0.9,0.01,6166,5.5433364,0.0777593663646689
"1",0,6,10,1,0.9,0.05,1693,5.413675,0.0588299806153388
"1",0,6,10,1,0.9,0.08,1121,5.3906248,0.0627244692584476
"1",0,6,11,0.8,0.9,0.01,4376,5.2683786,0.064372900430533
"1",0,6,11,0.8,0.9,0.05,927,5.2852146,0.0526748397381754
"1",0,6,11,0.8,0.9,0.08,510,5.32516,0.0516781723863815
"1",0,6,11,0.9,0.9,0.01,4256,5.282981,0.0597434952843893
"1",0,6,11,0.9,0.9,0.05,939,5.2817642,0.0564527827388182
"1",0,6,11,0.9,0.9,0.08,717,5.2720688,0.0556040890740621
"1",0,6,11,1,0.9,0.01,4470,5.5027928,0.0517788185628287
"1",0,6,11,1,0.9,0.05,1578,5.3195746,0.0452917637792441
"1",0,6,11,1,0.9,0.08,777,5.3565748,0.0507043515781012
"1",0,6,9,0.8,1,0.01,4897,5.5223438,0.0667863350376509
"1",0,6,9,0.8,1,0.05,1540,5.394876,0.0622726486220047
"1",0,6,9,0.8,1,0.08,905,5.4214642,0.0596829267928434
"1",0,6,9,0.9,1,0.01,7534,5.3919632,0.0655342809356983
"1",0,6,9,0.9,1,0.05,1627,5.3856618,0.0600460737047454
"1",0,6,9,0.9,1,0.08,786,5.4767804,0.0685078840093478
"1",0,6,9,1,1,0.01,7156,5.6668212,0.074228530370499
"1",0,6,9,1,1,0.05,1531,5.605547,0.0702671298061879
"1",0,6,9,1,1,0.08,1416,5.4584678,0.0696032045854026
"1",0,6,10,0.8,1,0.01,5140,5.338618,0.0659112572175232
"1",0,6,10,0.8,1,0.05,1150,5.3335686,0.0633113133447384
"1",0,6,10,0.8,1,0.08,797,5.3301542,0.0572799297883768
"1",0,6,10,0.9,1,0.01,4618,5.3890692,0.0643136601023434
"1",0,6,10,0.9,1,0.05,1392,5.297467,0.0591017464614968
"1",0,6,10,0.9,1,0.08,857,5.3177864,0.0646061222225919
"1",0,6,10,1,1,0.01,6166,5.5433362,0.0777596677112237
"1",0,6,10,1,1,0.05,1693,5.4136748,0.0588301399297754
"1",0,6,10,1,1,0.08,1121,5.390625,0.0627244227139757
"1",0,6,11,0.8,1,0.01,4376,5.2683786,0.0643731381574666
"1",0,6,11,0.8,1,0.05,927,5.2852148,0.0526745858698874
"1",0,6,11,0.8,1,0.08,510,5.3251602,0.0516784615459951
"1",0,6,11,0.9,1,0.01,4256,5.2829808,0.059743641346701
"1",0,6,11,0.9,1,0.05,939,5.2817642,0.0564527827388182
"1",0,6,11,0.9,1,0.08,717,5.2720696,0.0556042565730594
"1",0,6,11,1,1,0.01,4470,5.5027928,0.0517785796460254
"1",0,6,11,1,1,0.05,1578,5.3195746,0.0452912310920716
"1",0,6,11,1,1,0.08,777,5.3565742,0.0507045259731854
"1",0.1,1,9,0.8,0.8,0.01,5414,5.4857318,0.065800995434456
"1",0.1,1,9,0.8,0.8,0.05,1190,5.4738032,0.0680899038812786
"1",0.1,1,9,0.8,0.8,0.08,899,5.4243086,0.0646922774111346
"1",0.1,1,9,0.9,0.8,0.01,7344,5.398738,0.0640635170405284
"1",0.1,1,9,0.9,0.8,0.05,1664,5.3819888,0.0604879315480413
"1",0.1,1,9,0.9,0.8,0.08,1224,5.3629322,0.0736789796221
"1",0.1,1,9,1,0.8,0.01,6317,5.7111018,0.0554002977371505
"1",0.1,1,9,1,0.8,0.05,2067,5.512046,0.0586262144642163
"1",0.1,1,9,1,0.8,0.08,964,5.58474,0.0689689051993765
"1",0.1,1,10,0.8,0.8,0.01,4992,5.3463876,0.0650420830373995
"1",0.1,1,10,0.8,0.8,0.05,1106,5.3395678,0.0545679486966204
"1",0.1,1,10,0.8,0.8,0.08,851,5.3217646,0.0663225775934769
"1",0.1,1,10,0.9,0.8,0.01,5999,5.3118904,0.0655818990258519
"1",0.1,1,10,0.9,0.8,0.05,1131,5.3414284,0.0605985840712554
"1",0.1,1,10,0.9,0.8,0.08,798,5.3276492,0.0645768698448685
"1",0.1,1,10,1,0.8,0.01,6833,5.512434,0.0464550442040995
"1",0.1,1,10,1,0.8,0.05,1456,5.4546374,0.0584181087629329
"1",0.1,1,10,1,0.8,0.08,1234,5.3737888,0.0516010700369787
"1",0.1,1,11,0.8,0.8,0.01,4077,5.2820026,0.064196395607825
"1",0.1,1,11,0.8,0.8,0.05,908,5.2819788,0.058371107299431
"1",0.1,1,11,0.8,0.8,0.08,550,5.3013456,0.0646675555981364
"1",0.1,1,11,0.9,0.8,0.01,4151,5.2895766,0.0618407814200027
"1",0.1,1,11,0.9,0.8,0.05,958,5.2801072,0.0601257268010993
"1",0.1,1,11,0.9,0.8,0.08,677,5.2776258,0.0591134004009117
"1",0.1,1,11,1,0.8,0.01,4761,5.4685074,0.0617384994038337
"1",0.1,1,11,1,0.8,0.05,1365,5.3433542,0.0513128278986644
"1",0.1,1,11,1,0.8,0.08,896,5.327221,0.0460190528933403
"1",0.1,1,9,0.8,0.9,0.01,5414,5.4857318,0.0658012226403534
"1",0.1,1,9,0.8,0.9,0.05,1190,5.4738034,0.0680897354279142
"1",0.1,1,9,0.8,0.9,0.08,899,5.4243084,0.0646922052448066
"1",0.1,1,9,0.9,0.9,0.01,7344,5.398738,0.0640635170405284
"1",0.1,1,9,0.9,0.9,0.05,1664,5.381989,0.060488019898189
"1",0.1,1,9,0.9,0.9,0.08,1224,5.3629322,0.0736789796221
"1",0.1,1,9,1,0.9,0.01,6317,5.7111022,0.0554004629995347
"1",0.1,1,9,1,0.9,0.05,2067,5.5120458,0.0586258556181394
"1",0.1,1,9,1,0.9,0.08,964,5.5847402,0.068968866928223
"1",0.1,1,10,0.8,0.9,0.01,4992,5.3463876,0.0650420830373995
"1",0.1,1,10,0.8,0.9,0.05,1106,5.339568,0.054567701336998
"1",0.1,1,10,0.8,0.9,0.08,851,5.3217644,0.0663225192241305
"1",0.1,1,10,0.9,0.9,0.01,5999,5.3118902,0.065581907838661
"1",0.1,1,10,0.9,0.9,0.05,1131,5.3414284,0.0605987003378813
"1",0.1,1,10,0.9,0.9,0.08,798,5.3276492,0.0645765948789734
"1",0.1,1,10,1,0.9,0.01,6833,5.5124334,0.0464546993472227
"1",0.1,1,10,1,0.9,0.05,1456,5.4546376,0.0584181182737123
"1",0.1,1,10,1,0.9,0.08,1234,5.3737888,0.0516010700369787
"1",0.1,1,11,0.8,0.9,0.01,4077,5.2820032,0.0641963580381095
"1",0.1,1,11,0.8,0.9,0.05,908,5.2819786,0.0583711269330784
"1",0.1,1,11,0.8,0.9,0.08,550,5.3013452,0.0646677477306995
"1",0.1,1,11,0.9,0.9,0.01,4151,5.2895764,0.0618410418819531
"1",0.1,1,11,0.9,0.9,0.05,958,5.2801072,0.0601253760849714
"1",0.1,1,11,0.9,0.9,0.08,677,5.2776258,0.0591134004009117
"1",0.1,1,11,1,0.9,0.01,4761,5.4685076,0.0617382785980103
"1",0.1,1,11,1,0.9,0.05,1365,5.343354,0.0513125568765254
"1",0.1,1,11,1,0.9,0.08,896,5.3272212,0.0460183137170639
"1",0.1,1,9,0.8,1,0.01,5414,5.4857316,0.0658011400770398
"1",0.1,1,9,0.8,1,0.05,1190,5.4738036,0.0680894879363753
"1",0.1,1,9,0.8,1,0.08,899,5.4243086,0.0646922774111346
"1",0.1,1,9,0.9,1,0.01,7344,5.3987378,0.0640631890788878
"1",0.1,1,9,0.9,1,0.05,1664,5.3819888,0.0604879315480413
"1",0.1,1,9,0.9,1,0.08,1224,5.3629324,0.0736793031552265
"1",0.1,1,9,1,1,0.01,6317,5.7111018,0.0554002977371505
"1",0.1,1,9,1,1,0.05,2067,5.5120462,0.058625808485312
"1",0.1,1,9,1,1,0.08,964,5.58474,0.0689689051993765
"1",0.1,1,10,0.8,1,0.01,4992,5.3463874,0.0650419718292658
"1",0.1,1,10,0.8,1,0.05,1106,5.339568,0.054567701336998
"1",0.1,1,10,0.8,1,0.08,851,5.3217646,0.0663225775934769
"1",0.1,1,10,0.9,1,0.01,5999,5.3118902,0.0655818083477279
"1",0.1,1,10,0.9,1,0.05,1131,5.341428,0.0605988659564072
"1",0.1,1,10,0.9,1,0.08,798,5.3276494,0.0645769140624933
"1",0.1,1,10,1,1,0.01,6833,5.5124334,0.0464546993472227
"1",0.1,1,10,1,1,0.05,1456,5.4546376,0.0584174122693164
"1",0.1,1,10,1,1,0.08,1234,5.3737888,0.0516010700369787
"1",0.1,1,11,0.8,1,0.01,4077,5.2820026,0.064196954957689
"1",0.1,1,11,0.8,1,0.05,908,5.2819788,0.058371107299431
"1",0.1,1,11,0.8,1,0.08,550,5.3013452,0.0646677477306995
"1",0.1,1,11,0.9,1,0.01,4151,5.2895766,0.0618414871218037
"1",0.1,1,11,0.9,1,0.05,958,5.2801072,0.0601253760849714
"1",0.1,1,11,0.9,1,0.08,677,5.2776258,0.0591134004009117
"1",0.1,1,11,1,1,0.01,4761,5.4685076,0.0617382785980103
"1",0.1,1,11,1,1,0.05,1365,5.343354,0.0513127620812528
"1",0.1,1,11,1,1,0.08,896,5.3272214,0.0460183466047905
"1",0.1,2,9,0.8,0.8,0.01,5414,5.4857318,0.0658012226403534
"1",0.1,2,9,0.8,0.8,0.05,1190,5.4738032,0.0680899038812786
"1",0.1,2,9,0.8,0.8,0.08,899,5.4243086,0.0646920277517881
"1",0.1,2,9,0.9,0.8,0.01,7344,5.3987376,0.064063118492948
"1",0.1,2,9,0.9,0.8,0.05,1664,5.3819892,0.0604880315381258
"1",0.1,2,9,0.9,0.8,0.08,1224,5.3629322,0.0736789796221
"1",0.1,2,9,1,0.8,0.01,6317,5.711102,0.0554006502922931
"1",0.1,2,9,1,0.8,0.05,2067,5.512046,0.0586262144642163
"1",0.1,2,9,1,0.8,0.08,964,5.5847404,0.0689692088416086
"1",0.1,2,10,0.8,0.8,0.01,4992,5.3463878,0.0650418265530549
"1",0.1,2,10,0.8,0.8,0.05,1106,5.3395682,0.0545678036259015
"1",0.1,2,10,0.8,0.8,0.08,851,5.3217644,0.0663225192241305
"1",0.1,2,10,0.9,0.8,0.01,5999,5.31189,0.065581816861085
"1",0.1,2,10,0.9,0.8,0.05,1131,5.3414282,0.060598843039769
"1",0.1,2,10,0.9,0.8,0.08,798,5.3276496,0.064576948257392
"1",0.1,2,10,1,0.8,0.01,6833,5.5124336,0.046454754811944
"1",0.1,2,10,1,0.8,0.05,1456,5.4546376,0.0584181182737123
"1",0.1,2,10,1,0.8,0.08,1234,5.373789,0.0516009894595635
"1",0.1,2,11,0.8,0.8,0.01,4077,5.2820028,0.0641964908835201
"1",0.1,2,11,0.8,0.8,0.05,908,5.2819786,0.0583711269330784
"1",0.1,2,11,0.8,0.8,0.08,550,5.3013454,0.0646674483139878
"1",0.1,2,11,0.9,0.8,0.01,4151,5.2895766,0.0618413554883421
"1",0.1,2,11,0.9,0.8,0.05,958,5.2801072,0.0601253760849714
"1",0.1,2,11,0.9,0.8,0.08,677,5.2776258,0.0591134004009117
"1",0.1,2,11,1,0.8,0.01,4761,5.4685074,0.0617379821004879
"1",0.1,2,11,1,0.8,0.05,1365,5.3433542,0.0513128987776132
"1",0.1,2,11,1,0.8,0.08,896,5.3272212,0.0460188653810863
"1",0.1,2,9,0.8,0.9,0.01,5414,5.4857318,0.0658012226403534
"1",0.1,2,9,0.8,0.9,0.05,1190,5.4738034,0.0680896563910042
"1",0.1,2,9,0.8,0.9,0.08,899,5.4243086,0.0646922774111346
"1",0.1,2,9,0.9,0.9,0.01,7344,5.398738,0.0640633212439076
"1",0.1,2,9,0.9,0.9,0.05,1664,5.3819894,0.0604883512144179
"1",0.1,2,9,0.9,0.9,0.08,1224,5.362932,0.0736789665969892
"1",0.1,2,9,1,0.9,0.01,6317,5.7111018,0.0554002977371505
"1",0.1,2,9,1,0.9,0.05,2067,5.5120458,0.0586258556181394
"1",0.1,2,9,1,0.9,0.08,964,5.5847402,0.0689694426406566
"1",0.1,2,10,0.8,0.9,0.01,4992,5.3463878,0.0650418265530549
"1",0.1,2,10,0.8,0.9,0.05,1106,5.3395678,0.0545673734181855
"1",0.1,2,10,0.8,0.9,0.08,851,5.3217646,0.0663225910549355
"1",0.1,2,10,0.9,0.9,0.01,5999,5.3118898,0.0655817261815742
"1",0.1,2,10,0.9,0.9,0.05,1131,5.3414284,0.0605985840712554
"1",0.1,2,10,0.9,0.9,0.08,798,5.3276494,0.0645767354287622
"1",0.1,2,10,1,0.9,0.01,6833,5.5124334,0.0464546993472227
"1",0.1,2,10,1,0.9,0.05,1456,5.4546378,0.0584179669566998
"1",0.1,2,10,1,0.9,0.08,1234,5.3737888,0.0516010700369787
"1",0.1,2,11,0.8,0.9,0.01,4077,5.2820026,0.0641967845443815
"1",0.1,2,11,0.8,0.9,0.05,908,5.2819784,0.0583709819845527
"1",0.1,2,11,0.8,0.9,0.08,550,5.3013452,0.0646677477306995
"1",0.1,2,11,0.9,0.9,0.01,4151,5.2895764,0.0618410418819531
"1",0.1,2,11,0.9,0.9,0.05,958,5.2801068,0.0601256505242501
"1",0.1,2,11,0.9,0.9,0.08,677,5.2776258,0.0591134004009117
"1",0.1,2,11,1,0.9,0.01,4761,5.4685076,0.0617382785980103
"1",0.1,2,11,1,0.9,0.05,1365,5.343354,0.0513129964161689
"1",0.1,2,11,1,0.9,0.08,896,5.3272216,0.0460186985457292
"1",0.1,2,9,0.8,1,0.01,5414,5.4857316,0.0658013672824377
"1",0.1,2,9,0.8,1,0.05,1190,5.4738034,0.0680896563910042
"1",0.1,2,9,0.8,1,0.08,899,5.4243086,0.0646922774111346
"1",0.1,2,9,0.9,1,0.01,7344,5.3987378,0.0640631890788878
"1",0.1,2,9,0.9,1,0.05,1664,5.3819888,0.0604876235122484
"1",0.1,2,9,0.9,1,0.08,1224,5.3629318,0.0736788881115893
"1",0.1,2,9,1,1,0.01,6317,5.7111018,0.0554005709190674
"1",0.1,2,9,1,1,0.05,2067,5.512046,0.0586257341378859
"1",0.1,2,9,1,1,0.08,964,5.5847402,0.068968866928223
"1",0.1,2,10,0.8,1,0.01,4992,5.3463876,0.0650420830373995
"1",0.1,2,10,0.8,1,0.05,1106,5.339568,0.0545673272902704
"1",0.1,2,10,0.8,1,0.08,851,5.3217646,0.0663225775934769
"1",0.1,2,10,0.9,1,0.01,5999,5.3118904,0.0655818990258519
"1",0.1,2,10,0.9,1,0.05,1131,5.3414284,0.0605990437337189
"1",0.1,2,10,0.9,1,0.08,798,5.3276492,0.0645768698448685
"1",0.1,2,10,1,1,0.01,6833,5.5124334,0.0464546993472227
"1",0.1,2,10,1,1,0.05,1456,5.4546378,0.0584179669566998
"1",0.1,2,10,1,1,0.08,1234,5.3737888,0.0516010700369787
"1",0.1,2,11,0.8,1,0.01,4077,5.2820024,0.0641966564973755
"1",0.1,2,11,0.8,1,0.05,908,5.2819784,0.0583713925981111
"1",0.1,2,11,0.8,1,0.08,550,5.3013454,0.0646678550150381
"1",0.1,2,11,0.9,1,0.01,4151,5.2895764,0.0618410418819531
"1",0.1,2,11,0.9,1,0.05,958,5.2801068,0.0601261321071414
"1",0.1,2,11,0.9,1,0.08,677,5.2776258,0.0591134004009117
"1",0.1,2,11,1,1,0.01,4761,5.4685076,0.061738615551657
"1",0.1,2,11,1,1,0.05,1365,5.343354,0.0513129964161689
"1",0.1,2,11,1,1,0.08,896,5.3272212,0.0460188653810863
"1",0.1,3,9,0.8,0.8,0.01,5414,5.4857318,0.065800995434456
"1",0.1,3,9,0.8,0.8,0.05,1190,5.4738034,0.0680896563910042
"1",0.1,3,9,0.8,0.8,0.08,899,5.4243086,0.0646922774111346
"1",0.1,3,9,0.9,0.8,0.01,7344,5.3987378,0.0640629932812924
"1",0.1,3,9,0.9,0.8,0.05,1664,5.381989,0.0604879431887293
"1",0.1,3,9,0.9,0.8,0.08,1224,5.362932,0.0736787184443581
"1",0.1,3,9,1,0.8,0.01,6317,5.711102,0.0554006502922931
"1",0.1,3,9,1,0.8,0.05,2067,5.5120462,0.0586262888110332
"1",0.1,3,9,1,0.8,0.08,964,5.5847402,0.068968866928223
"1",0.1,3,10,0.8,0.8,0.01,4992,5.3463874,0.0650417728958905
"1",0.1,3,10,0.8,0.8,0.05,1106,5.339568,0.054567701336998
"1",0.1,3,10,0.8,0.8,0.08,851,5.321765,0.066322368706202
"1",0.1,3,10,0.9,0.8,0.01,5999,5.3118904,0.0655814223255057
"1",0.1,3,10,0.9,0.8,0.05,1131,5.3414282,0.060598843039769
"1",0.1,3,10,0.9,0.8,0.08,798,5.3276492,0.0645768698448685
"1",0.1,3,10,1,0.8,0.01,6833,5.5124334,0.0464546993472227
"1",0.1,3,10,1,0.8,0.05,1456,5.4546376,0.0584179574466864
"1",0.1,3,10,1,0.8,0.08,1234,5.3737888,0.0516010700369787
"1",0.1,3,11,0.8,0.8,0.01,4077,5.2820024,0.0641966564973755
"1",0.1,3,11,0.8,0.8,0.05,908,5.2819784,0.0583709819845527
"1",0.1,3,11,0.8,0.8,0.08,550,5.3013454,0.0646674458305335
"1",0.1,3,11,0.9,0.8,0.01,4151,5.2895764,0.0618410418819531
"1",0.1,3,11,0.9,0.8,0.05,958,5.2801072,0.0601253760849714
"1",0.1,3,11,0.9,0.8,0.08,677,5.2776258,0.0591134004009117
"1",0.1,3,11,1,0.8,0.01,4761,5.4685074,0.0617384994038337
"1",0.1,3,11,1,0.8,0.05,1365,5.3433542,0.0513128278986644
"1",0.1,3,11,1,0.8,0.08,896,5.327221,0.0460190528933403
"1",0.1,3,9,0.8,0.9,0.01,5414,5.4857318,0.0658012226403534
"1",0.1,3,9,0.8,0.9,0.05,1190,5.4738032,0.0680899038812786
"1",0.1,3,9,0.8,0.9,0.08,899,5.4243084,0.0646922052448066
"1",0.1,3,9,0.9,0.9,0.01,7344,5.3987376,0.064063118492948
"1",0.1,3,9,0.9,0.9,0.05,1664,5.381989,0.060488019898189
"1",0.1,3,9,0.9,0.9,0.08,1224,5.362932,0.0736789665969892
"1",0.1,3,9,1,0.9,0.01,6317,5.7111024,0.0554003875965232
"1",0.1,3,9,1,0.9,0.05,2067,5.5120462,0.058625808485312
"1",0.1,3,9,1,0.9,0.08,964,5.5847402,0.068968866928223
"1",0.1,3,10,0.8,0.9,0.01,4992,5.3463872,0.0650416616866803
"1",0.1,3,10,0.8,0.9,0.05,1106,5.339568,0.0545679025692243
"1",0.1,3,10,0.8,0.9,0.08,851,5.3217646,0.0663228195438165
"1",0.1,3,10,0.9,0.9,0.01,5999,5.3118904,0.0655816608255735
"1",0.1,3,10,0.9,0.9,0.05,1131,5.3414284,0.0605985840712554
"1",0.1,3,10,0.9,0.9,0.08,798,5.327649,0.0645765506604149
"1",0.1,3,10,1,0.9,0.01,6833,5.5124334,0.0464546993472227
"1",0.1,3,10,1,0.9,0.05,1456,5.4546378,0.0584179669566998
"1",0.1,3,10,1,0.9,0.08,1234,5.373789,0.0516014190502853
"1",0.1,3,11,0.8,0.9,0.01,4077,5.2820026,0.064196395607825
"1",0.1,3,11,0.8,0.9,0.05,908,5.2819786,0.0583708306008554
"1",0.1,3,11,0.8,0.9,0.08,550,5.3013452,0.0646677477306995
"1",0.1,3,11,0.9,0.9,0.01,4151,5.2895766,0.0618413554883421
"1",0.1,3,11,0.9,0.9,0.05,958,5.280107,0.0601255513272122
"1",0.1,3,11,0.9,0.9,0.08,677,5.2776258,0.0591134004009117
"1",0.1,3,11,1,0.9,0.01,4761,5.4685076,0.0617382785980103
"1",0.1,3,11,1,0.9,0.05,1365,5.3433542,0.0513131039809387
"1",0.1,3,11,1,0.9,0.08,896,5.3272214,0.0460186656590261
"1",0.1,3,9,0.8,1,0.01,5414,5.4857316,0.0658013672824377
"1",0.1,3,9,0.8,1,0.05,1190,5.4738034,0.0680896111330026
"1",0.1,3,9,0.8,1,0.08,899,5.4243086,0.0646922774111346
"1",0.1,3,9,0.9,1,0.01,7344,5.3987374,0.0640633863563165
"1",0.1,3,9,0.9,1,0.05,1664,5.381989,0.060488019898189
"1",0.1,3,9,0.9,1,0.08,1224,5.362932,0.0736789665969892
"1",0.1,3,9,1,1,0.01,6317,5.7111018,0.0554008195260652
"1",0.1,3,9,1,1,0.05,2067,5.5120458,0.0586258556181394
"1",0.1,3,9,1,1,0.08,964,5.5847398,0.0689691389982948
"1",0.1,3,10,0.8,1,0.01,4992,5.3463876,0.0650420830373995
"1",0.1,3,10,0.8,1,0.05,1106,5.3395676,0.0545676207786433
"1",0.1,3,10,0.8,1,0.08,851,5.3217646,0.0663225775934769
"1",0.1,3,10,0.9,1,0.01,5999,5.3118906,0.0655817515033057
"1",0.1,3,10,0.9,1,0.05,1131,5.3414284,0.0605987003378813
"1",0.1,3,10,0.9,1,0.08,798,5.3276492,0.0645768698448685
"1",0.1,3,10,1,1,0.01,6833,5.5124332,0.0464549181094795
"1",0.1,3,10,1,1,0.05,1456,5.4546376,0.0584179574466864
"1",0.1,3,10,1,1,0.08,1234,5.3737888,0.0516016009302019
"1",0.1,3,11,0.8,1,0.01,4077,5.2820026,0.0641966535283253
"1",0.1,3,11,0.8,1,0.05,908,5.2819788,0.0583709755491484
"1",0.1,3,11,0.8,1,0.08,550,5.3013456,0.0646675555981364
"1",0.1,3,11,0.9,1,0.01,4151,5.2895766,0.0618407814200027
"1",0.1,3,11,0.9,1,0.05,958,5.280107,0.0601259247313311
"1",0.1,3,11,0.9,1,0.08,677,5.2776258,0.0591134004009117
"1",0.1,3,11,1,1,0.01,4761,5.4685078,0.0617384357313693
"1",0.1,3,11,1,1,0.05,1365,5.3433542,0.0513131039809387
"1",0.1,3,11,1,1,0.08,896,5.3272214,0.0460186656590261
"1",0.1,4,9,0.8,0.8,0.01,5414,5.4857316,0.0658012317775142
"1",0.1,4,9,0.8,0.8,0.05,1190,5.4738032,0.0680899038812786
"1",0.1,4,9,0.8,0.8,0.08,899,5.4243084,0.0646922052448066
"1",0.1,4,9,0.9,0.8,0.01,7344,5.3987378,0.0640631890788878
"1",0.1,4,9,0.9,0.8,0.05,1664,5.3819892,0.0604880315381258
"1",0.1,4,9,0.9,0.8,0.08,1224,5.3629324,0.0736793031552265
"1",0.1,4,9,1,0.8,0.01,6317,5.711102,0.0554006502922931
"1",0.1,4,9,1,0.8,0.05,2067,5.5120462,0.0586260929839186
